Page View V1 Url,Page View V1 Total Unique Events,Page View V1 Total Unique Users
https://www.faceit.com/uk/players/MC_TPAXEP666/cs2/skins,6,3
https://www.faceit.com/ru/players/Skoropupsi4/cs2/skins,6,1
https://www.faceit.com/ru/players/tired73/cs2/skins,6,6
https://www.faceit.com/en/players/tancerka/cs2/skins,6,2
https://www.faceit.com/en/players/KLYRO-/cs2/skins,6,4
https://www.faceit.com/en/players/Perfecto/cs2/skins,6,5
https://www.faceit.com/en/players/kirrra2009/cs2/skins,6,6
https://www.faceit.com/pl/players/y0k1d7331/cs2/skins,6,5
https://www.faceit.com/en/players/anastaze/cs2/skins,6,6
https://www.faceit.com/ru/players/MoDo/cs2/skins,6,4
https://www.faceit.com/hu/players/sl3nd-/cs2/skins,6,4
https://www.faceit.com/es/players/cabra/cs2/skins,6,6
https://www.faceit.com/fr/players/MartinezSa/cs2/skins,5,3
https://www.faceit.com/pt-br/players/MartinezSa/cs2/skins,5,3
https://www.faceit.com/zh/players/nocries/cs2/skins,5,5
https://www.faceit.com/fi/players/nocries/cs2/skins,5,4
https://www.faceit.com/ru/players/shox/cs2/skins,5,5
https://www.faceit.com/pt/players/aragqrnN/cs2/skins,5,4
https://www.faceit.com/pt/players/kennyS/cs2/skins,5,2
https://www.faceit.com/fr/players/kennyS/cs2/skins,5,3
https://www.faceit.com/de/players/jL-/cs2/skins,5,2
https://www.faceit.com/ru/players/mjwu/cs2/skins,5,3
https://www.faceit.com/en/players/LINAONE/cs2/skins,5,5
https://www.faceit.com/uk/players/kalyambys/cs2/skins,5,4
https://www.faceit.com/en/players/mmmotya/cs2/skins,5,5
https://www.faceit.com/tr/players/sl3nd-/cs2/skins,5,4
https://www.faceit.com/pl/players/frozen_-/cs2/skins,5,5
https://www.faceit.com/uk/players/guthriee/cs2/skins,5,4
https://www.faceit.com/de/players/jottAAA-/cs2/skins,5,3
https://www.faceit.com/ar/players/hyperlexia/cs2/skins,5,1
https://www.faceit.com/fr/players/h4RN1zanami/cs2/skins,5,4
https://www.faceit.com/pl/players/MartinezSa/cs2/skins,5,3
https://www.faceit.com/tr/players/m3wsu/cs2/skins,5,3
https://www.faceit.com/pl/players/broky/cs2/skins,5,4
https://www.faceit.com/en/players/kurozce/cs2/skins,5,5
https://www.faceit.com/ru/players/1vsworldxd/cs2/skins,5,5
https://www.faceit.com/ru/players/heavensenttt/cs2/skins,5,5
https://www.faceit.com/uk/players/rotation1437/cs2/skins,5,4
https://www.faceit.com/en/players/crackshot-/cs2/skins,5,3
https://www.faceit.com/ru/players/lonelysong/cs2/skins,5,2
https://www.faceit.com/ru/players/rawrmeowmeow/cs2/skins,5,2
https://www.faceit.com/ru/players/ncuxonatina/cs2/skins,5,5
https://www.faceit.com/ru/players/eeirhtug/cs2/skins,5,4
